"","period","org_code","type","attendances","breaches","admissions"
"5129",2018-01-01,"RBN","other",2352,16,0
"5130",2018-01-01,"RWJ","1",7358,2256,2539
"5131",2018-01-01,"RWJ","other",585,0,0
"5132",2018-01-01,"RMP","1",7150,1847,1759
"5133",2018-01-01,"RMP","other",5362,7,0
"5134",2018-01-01,"RTD","1",9471,1334,2174
"5135",2018-01-01,"RTD","2",1891,57,17
"5136",2018-01-01,"RTD","other",5626,7,3
"5137",2018-01-01,"RFR","1",7868,1013,1530
"5138",2018-01-01,"NNF76","other",3769,0,0
"5139",2018-01-01,"RTX","1",7030,1744,2170
"5140",2018-01-01,"RTX","2",98,0,0
"5141",2018-01-01,"RTX","other",1536,40,68
"5142",2018-01-01,"RWW","1",6289,1553,2233
"5143",2018-01-01,"RWW","other",2958,20,0
"5144",2018-01-01,"RY7","other",4043,27,0
"5145",2018-01-01,"RBL","1",7718,2249,2658
"5146",2018-01-01,"RBL","other",2728,2,0
"5147",2018-01-01,"NNF18","other",197,0,0
"5148",2018-01-01,"AJN","other",357,0,0
"5149",2018-01-01,"RRF","1",6332,1812,2453
"5150",2018-01-01,"RRF","other",615,1,0
"5151",2018-01-01,"RCB","1",8731,2691,3588
"5152",2018-01-01,"RCB","other",5981,37,0
"5153",2018-01-01,"RTK","1",8162,1821,2154
"5154",2018-01-01,"RTK","other",365,12,20
"5155",2018-01-01,"NTV0B","other",3848,0,0
"5156",2018-01-01,"NQT10","other",4211,0,0
"5157",2018-01-01,"RWX","other",1663,0,0
"5158",2018-01-01,"Y04538","other",3326,0,0
"5159",2018-01-01,"RXH","1",12166,2628,3381
"5160",2018-01-01,"RXH","2",1057,4,18
"5161",2018-01-01,"Y02676","other",1805,7,0
"5162",2018-01-01,"NLW","other",4710,7,0
"5163",2018-01-01,"RXQ","1",6130,1630,2692
"5164",2018-01-01,"RXQ","2",1283,0,519
"5165",2018-01-01,"RXQ","other",4479,89,0
"5166",2018-01-01,"NLT02","other",818,0,0
"5167",2018-01-01,"RN7","1",8982,1848,2775
"5168",2018-01-01,"RN7","other",1700,1,0
"5169",2018-01-01,"RBD","1",3628,274,1393
"5170",2018-01-01,"RBD","other",3559,4,0
"5171",2018-01-01,"Y00751","other",4269,7,0
"5172",2018-01-01,"RVV","1",13196,5065,4482
"5173",2018-01-01,"RVV","other",3366,15,332
"5174",2018-01-01,"RXC","1",9148,1256,3020
"5175",2018-01-01,"RXC","other",306,0,0
"5176",2018-01-01,"Y02816","other",1489,0,0
"5177",2018-01-01,"DD401","other",899,2,0
"5178",2018-01-01,"RDU","1",20059,3287,6285
"5179",2018-01-01,"R1J","other",5317,39,0
"5180",2018-01-01,"RTE","1",11699,1195,4105
"5181",2018-01-01,"RN3","1",6079,1882,2185
"5182",2018-01-01,"RN3","other",7612,196,0
"5183",2018-01-01,"RN5","1",8821,1624,2600
"5184",2018-01-01,"RN5","other",922,8,0
"5185",2018-01-01,"NDA57","other",557,1,0
"5186",2018-01-01,"Y03051","other",2036,0,0
"5187",2018-01-01,"R1F","1",3581,1063,900
"5188",2018-01-01,"R1F","other",825,0,0
"5189",2018-01-01,"RYY","other",5860,4,0
"5190",2018-01-01,"RWF","1",12011,2061,3928
"5191",2018-01-01,"RWF","other",1991,0,0
"5192",2018-01-01,"RPA","1",7531,2369,2437
"5193",2018-01-01,"RPA","other",2719,3,0
"5194",2018-01-01,"RVJ","1",7008,1744,2482
"5195",2018-01-01,"RBZ","1",3453,1006,1117
"5196",2018-01-01,"RBZ","other",3629,0,0
"5197",2018-01-01,"L83087","other",103,0,0
"5198",2018-01-01,"RNU","other",2469,80,0
"5199",2018-01-01,"RTH","1",10627,2153,2997
"5200",2018-01-01,"RTH","2",1645,0,63
"5201",2018-01-01,"RTH","other",308,6,28
"5202",2018-01-01,"NQT5H","other",583,2,0
"5203",2018-01-01,"RK9","1",7952,2140,2972
"5204",2018-01-01,"RK9","2",215,0,0
"5205",2018-01-01,"RK9","other",3570,15,0
"5206",2018-01-01,"RD3","1",5024,684,1588
"5207",2018-01-01,"RD3","other",1418,0,0
"5208",2018-01-01,"RHU","1",8691,3238,2931
"5209",2018-01-01,"RHU","2",702,3,0
"5210",2018-01-01,"RHU","other",1726,2,1
"5211",2018-01-01,"RPC","other",797,2,26
"5212",2018-01-01,"RHW","1",8826,1565,3239
"5213",2018-01-01,"RHW","2",1356,22,0
"5214",2018-01-01,"RHW","other",1010,0,0
"5215",2018-01-01,"REF","1",5773,2207,2741
"5216",2018-01-01,"REF","other",9095,20,35
"5217",2018-01-01,"RH8","1",8020,1033,1994
"5218",2018-01-01,"RH8","other",819,1,0
"5219",2018-01-01,"RA2","1",5613,325,2250
"5220",2018-01-01,"RD1","1",5737,1851,2597
"5221",2018-01-01,"RD1","other",978,8,49
"5222",2018-01-01,"RNZ","1",3666,533,1176
"5223",2018-01-01,"RNZ","2",320,0,0
"5224",2018-01-01,"Y02666","other",1491,0,0
"5225",2018-01-01,"RH5","other",6028,27,0
"5226",2018-01-01,"RYF","other",1193,8,0
"5227",2018-01-01,"NTP11","other",4339,7,0
"5228",2018-01-01,"RW1","other",548,0,3
"5229",2018-01-01,"NTPAD","other",4922,24,0
"5230",2018-01-01,"RTP","1",7908,1027,2472
"5231",2018-01-01,"RTP","other",769,0,0
"5232",2018-01-01,"RDR","other",8772,119,10
"5233",2018-01-01,"RBA","1",5637,721,2117
"5234",2018-01-01,"AAH","other",178,0,0
"5235",2018-01-01,"RDZ","1",6003,551,1930
"5236",2018-01-01,"RDZ","2",1285,1,12
"5237",2018-01-01,"RDZ","other",214,0,0
"5238",2018-01-01,"RA9","1",5920,1348,2593
"5239",2018-01-01,"RA9","other",2418,1,0
"5240",2018-01-01,"RHM","1",8273,1462,3082
"5241",2018-01-01,"RHM","2",1554,49,11
"5242",2018-01-01,"RHM","other",1906,7,10
"5243",2018-01-01,"RA7","1",9289,1862,3173
"5244",2018-01-01,"RA7","2",1808,61,15
"5245",2018-01-01,"Y02584","other",355,0,0
"5246",2018-01-01,"RYR","1",10653,1297,3411
"5247",2018-01-01,"RA3","1",3670,924,1090
"5248",2018-01-01,"G82071","other",1936,0,0
"5249",2018-01-01,"NTV0W","other",3751,10,0
"5250",2018-01-01,"NLX24","other",1368,0,0
"5251",2018-01-01,"RA4","1",4163,218,1510
"5252",2017-12-01,"RF4","1",21384,5818,5019
"5253",2017-12-01,"RF4","2",595,1,0
"5254",2017-12-01,"RF4","other",3212,54,0
"5255",2017-12-01,"R1H","1",26833,6098,7281
"5256",2017-12-01,"R1H","2",639,0,0
"5257",2017-12-01,"R1H","other",14778,27,0
"5258",2017-12-01,"AD913","other",4513,0,0
"5259",2017-12-01,"RYX","other",17477,301,0
"5260",2017-12-01,"RQM","1",17695,1569,3729
"5261",2017-12-01,"RQM","other",8827,59,0
"5262",2017-12-01,"RJ6","1",6714,1725,2182
"5263",2017-12-01,"RJ6","other",10140,65,0
"5264",2017-12-01,"Y02696","other",1404,0,0
"5265",2017-12-01,"RVR","1",12519,1411,3634
"5266",2017-12-01,"RVR","2",371,1,6
"5267",2017-12-01,"RVR","other",1616,0,0
"5268",2017-12-01,"RJ1","1",12351,1730,3299
"5269",2017-12-01,"RJ1","2",1088,0,0
"5270",2017-12-01,"RJ1","other",2674,2,0
"5271",2017-12-01,"Y03082","other",3700,0,0
"5272",2017-12-01,"RQX","1",10236,568,1657
"5273",2017-12-01,"RY9","other",4930,1,0
"5274",2017-12-01,"RYJ","1",9940,3527,3316
"5275",2017-12-01,"RYJ","2",3282,8,18
"5276",2017-12-01,"RYJ","other",10460,175,0
"5277",2017-12-01,"RJZ","1",17524,4846,4390
"5278",2017-12-01,"RJZ","2",1463,20,0
"5279",2017-12-01,"RJZ","other",5579,340,0
"5280",2017-12-01,"RAX","1",9076,1361,2188
"5281",2017-12-01,"RAX","2",880,0,0
"5282",2017-12-01,"RJ2","1",13202,3101,4353
"5283",2017-12-01,"RJ2","other",11777,386,0
"5284",2017-12-01,"R1K","1",11883,4912,5557
"5285",2017-12-01,"R1K","other",17803,357,0
"5286",2017-12-01,"RP6","2",6571,67,19
"5287",2017-12-01,"RAT","other",4789,11,0
"5288",2017-12-01,"RAP","1",15188,4165,2688
"5289",2017-12-01,"Y02973","other",770,0,0
"5290",2017-12-01,"RAL","1",19199,3662,4327
"5291",2017-12-01,"RAL","other",3227,3,0
"5292",2017-12-01,"Y03047","other",1816,0,0
"5293",2017-12-01,"RJ7","1",12796,2112,3935
"5294",2017-12-01,"RJ7","other",1287,2,0
"5295",2017-12-01,"F84747","other",2500,0,0
"5296",2017-12-01,"RAS","1",5828,2553,2056
"5297",2017-12-01,"RAS","other",7944,98,0
"5298",2017-12-01,"Y03094","other",3171,0,0
"5299",2017-12-01,"E84068","other",3490,0,0
"5300",2017-12-01,"RRV","1",11130,1491,1610
"5301",2017-12-01,"Y02147","other",9603,0,0
"5302",2017-12-01,"Y03201","other",2390,0,0
"5303",2017-12-01,"RKE","1",8583,1156,1364
"5304",2017-12-01,"NL7","other",5299,0,0
"5305",2017-12-01,"8J094","other",3010,0,0
"5306",2017-12-01,"RDD","1",12032,1978,2798
"5307",2017-12-01,"RC1","1",6269,926,2044
"5308",2017-12-01,"RC1","other",119,0,0
"5309",2017-12-01,"M85813","other",2976,0,0
"5310",2017-12-01,"RQ3","1",5088,422,1159
"5311",2017-12-01,"RJF","1",5568,1009,2052
"5312",2017-12-01,"RJF","other",3922,0,0
"5313",2017-12-01,"RGT","1",9740,2119,3231
"5314",2017-12-01,"RGT","other",3008,2,18
"5315",2017-12-01,"RFS","1",7117,513,2219
"5316",2017-12-01,"NQ108","other",2256,4,0
"5317",2017-12-01,"RDE","1",7836,1454,2616
"5318",2017-12-01,"RDE","other",4833,0,0
"5319",2017-12-01,"Y03571","other",6540,42,0
"5320",2017-12-01,"RTG","1",11184,2945,3356
"5321",2017-12-01,"RTG","other",4966,19,108
"5322",2017-12-01,"RY8","other",5346,2,0
"5323",2017-12-01,"NNJ","other",2142,12,0
"5324",2017-12-01,"RWH","1",9064,2973,3126
"5325",2017-12-01,"RWH","other",4009,2,0
"5326",2017-12-01,"Y03007","other",2544,0,0
"5327",2017-12-01,"NQ106","other",544,0,0
"5328",2017-12-01,"RLT","1",6805,1155,1109
"5329",2017-12-01,"NEH06","other",1358,0,0
"5330",2017-12-01,"RR1","1",19294,5239,6827
"5331",2017-12-01,"RR1","other",3056,58,1272
"5332",2017-12-01,"RY4","other",692,0,0
"5333",2017-12-01,"RGQ","1",7259,1129,2189
"5334",2017-12-01,"RGQ","other",920,0,178
"5335",2017-12-01,"RGP","1",5767,1038,1421
"5336",2017-12-01,"RGP","other",499,19,0
"5337",2017-12-01,"RNQ","1",7488,1989,2632
"5338",2017-12-01,"C82038","other",278,0,0
"5339",2017-12-01,"RY5","other",12420,196,5
"5340",2017-12-01,"NJS05","other",4001,148,0
"5341",2017-12-01,"RC9","1",8851,240,2817
"5342",2017-12-01,"RC9","other",3982,0,0
"5343",2017-12-01,"C82009","other",320,0,0
"5344",2017-12-01,"NLO11","other",617,6,0
"5345",2017-12-01,"NLO09","other",614,1,0
"5346",2017-12-01,"RQ8","1",7996,2170,2228
"5347",2017-12-01,"RQ8","other",425,0,0
"5348",2017-12-01,"RD8","1",7108,1367,1603
"5349",2017-12-01,"RD8","other",5265,159,0
"5350",2017-12-01,"RM1","1",8658,3167,2958
"5351",2017-12-01,"RM1","other",2352,246,0
"5352",2017-12-01,"RGN","1",12005,4007,3338
"5353",2017-12-01,"RGN","other",574,0,0
"5354",2017-12-01,"RNS","1",8620,1996,2390
"5355",2017-12-01,"RNS","2",945,2,0
"5356",2017-12-01,"RNS","other",1403,0,0
"5357",2017-12-01,"NMH01","other",6601,0,0
"5358",2017-12-01,"NR3","other",4422,271,0
"5359",2017-12-01,"RX1","1",12340,4245,4189
"5360",2017-12-01,"RX1","2",1483,12,0
"5361",2017-12-01,"RX1","other",3050,63,0
"5362",2017-12-01,"NLO10","other",2231,5,0
"5363",2017-12-01,"C82010","other",216,0,0
"5364",2017-12-01,"NLO12","other",281,5,0
"5365",2017-12-01,"Y02428","other",2993,0,0
"5366",2017-12-01,"RXK","1",14643,3814,3363
"5367",2017-12-01,"RXK","2",897,4,21
"5368",2017-12-01,"RXK","other",2325,0,0
"5369",2017-12-01,"RK5","1",8479,1712,2704
"5370",2017-12-01,"RK5","other",4674,71,10
"5371",2017-12-01,"RXW","1",8298,3048,2214
"5372",2017-12-01,"RXW","other",1733,30,48
"5373",2017-12-01,"R1D","other",1735,1,0
"5374",2017-12-01,"C83023","other",803,0,0
"5375",2017-12-01,"Y02615","other",5854,0,0
"5376",2017-12-01,"RJC","1",5712,891,1778
"5377",2017-12-01,"RJC","other",566,0,0
"5378",2017-12-01,"RAJ","1",7472,1935,2792
"5379",2017-12-01,"RAJ","other",1007,45,0
"5380",2017-12-01,"Y02961","other",3010,0,0
"5381",2017-12-01,"RNA","1",8410,2961,2175
"5382",2017-12-01,"RNA","other",6051,86,0
"5383",2017-12-01,"RQW","1",8584,2808,1813
"5384",2017-12-01,"RCX","1",5656,1076,2297
"5385",2017-12-01,"RL4","1",10705,2314,2598
"5386",2017-12-01,"RL4","other",9138,242,0
"5387",2017-12-01,"RWD","1",11883,3977,3734
"5388",2017-12-01,"RWD","other",1140,0,0
"5389",2017-12-01,"RRK","1",9667,986,3552
"5390",2017-12-01,"RKB","1",11597,3160,4067
"5391",2017-12-01,"RKB","2",1463,12,100
"5392",2017-12-01,"RKB","other",5761,251,2
"5393",2017-12-01,"RWE","1",18473,5705,4505
"5394",2017-12-01,"RWE","2",1591,10,4
"5395",2017-12-01,"RJE","1",13524,5545,4465
"5396",2017-12-01,"RJE","2",350,0,0
"5397",2017-12-01,"RJE","other",5869,74,0
"5398",2017-12-01,"RBK","1",6576,2290,2209
"5399",2017-12-01,"RBK","other",3547,1,0
"5400",2017-12-01,"ATQ02","other",3659,0,0
"5401",2017-12-01,"RWG","1",8234,2611,3047
"5402",2017-12-01,"RWG","other",3453,26,0
"5403",2017-12-01,"RGR","1",5959,997,2302
"5404",2017-12-01,"RWP","1",10225,3663,3159
"5405",2017-12-01,"RWP","other",4455,11,0
"5406",2017-12-01,"RLQ","1",4696,1314,1346
"5407",2017-12-01,"REM","1",7436,2153,3361
"5408",2017-12-01,"REM","other",6740,3,0
"5409",2017-12-01,"RCF","1",5878,537,1210
"5410",2017-12-01,"RBS","1",5226,306,1045
"5411",2017-12-01,"NNF70","other",302,0,0
"5412",2017-12-01,"RFF","1",7483,1054,2122
"5413",2017-12-01,"RXL","1",6086,3616,2370
"5414",2017-12-01,"RXL","other",11050,34,0
"5415",2017-12-01,"RMC","1",8894,2291,2377
"5416",2017-12-01,"RMC","other",1007,0,35
"5417",2017-12-01,"RAE","1",10439,2284,3518
"5418",2017-12-01,"RAE","other",1350,12,109
"5419",2017-12-01,"NNF09","other",1885,24,0
"5420",2017-12-01,"RY2","other",12085,301,0
"5421",2017-12-01,"RWY","1",12653,1514,3303
"5422",2017-12-01,"RLN","1",8785,2216,3142
"5423",2017-12-01,"RLN","2",1843,10,35
"5424",2017-12-01,"RLN","other",3094,13,0
"5425",2017-12-01,"RJR","1",6008,1637,2304
"5426",2017-12-01,"RJR","other",769,3,0
"5427",2017-12-01,"RXP","1",11783,2814,3869
"5428",2017-12-01,"RXP","other",7213,0,0
"5429",2017-12-01,"RP5","1",11104,1585,3194
"5430",2017-12-01,"RP5","other",2763,0,622
"5431",2017-12-01,"RJN","1",4238,1208,971
"5432",2017-12-01,"RJN","other",116,0,0
"5433",2017-12-01,"RXR","1",8797,2583,3378
"5434",2017-12-01,"RXR","other",9267,291,30
"5435",2017-12-01,"NNF94","other",347,0,0
"5436",2017-12-01,"RR7","1",7812,963,1806
"5437",2017-12-01,"RR7","other",2547,1,0
"5438",2017-12-01,"RCD","1",4294,409,1108
"5439",2017-12-01,"RCD","2",475,0,0
"5440",2017-12-01,"RCD","other",631,0,0
"5441",2017-12-01,"NNF99","other",228,0,0
"5442",2017-12-01,"RWA","1",11156,2090,3270
"5443",2017-12-01,"RWA","other",735,0,0
"5444",2017-12-01,"RV9","other",519,2,0
"5445",2017-12-01,"RXN","1",5661,2155,2203
"5446",2017-12-01,"RXN","other",6989,223,483
"5447",2017-12-01,"Y01231","other",2015,0,0
"5448",2017-12-01,"RR8","1",16757,5033,4800
"5449",2017-12-01,"RR8","other",3188,15,0
"5450",2017-12-01,"RY1","other",2126,0,0
"5451",2017-12-01,"REP","2",948,11,74
"5452",2017-12-01,"Y01069","other",3579,0,0
"5453",2017-12-01,"R0A","1",21430,5355,6799
"5454",2017-12-01,"R0A","2",3161,48,174
"5455",2017-12-01,"R0A","other",9491,27,129
"5456",2017-12-01,"RBT","1",5789,1904,2079
"5457",2017-12-01,"RBT","other",1670,22,0
"5458",2017-12-01,"RXF","1",20860,4013,4456
"5459",2017-12-01,"RNL","1",7886,1287,2125
"5460",2017-12-01,"RNL","other",1430,4,0
"5461",2017-12-01,"RVW","1",4288,838,1668
"5462",2017-12-01,"RVW","other",11282,96,619
"5463",2017-12-01,"RTV","other",1883,8,0
"5464",2017-12-01,"NLO01","other",4706,616,0
"5465",2017-12-01,"RJL","1",11252,1501,2989
"5466",2017-12-01,"RJL","other",1213,5,1
"5467",2017-12-01,"RTF","1",8419,1321,4301
"5468",2017-12-01,"RTF","other",8256,109,45
"5469",2017-12-01,"Y02572","other",1041,0,0
"5470",2017-12-01,"RW6","1",22680,6740,6054
"5471",2017-12-01,"RW6","other",10450,457,139
"5472",2017-12-01,"RT2","other",3758,0,0
"5473",2017-12-01,"AC008","other",820,0,0
"5474",2017-12-01,"RQ6","1",7498,2063,2437
"5475",2017-12-01,"RQ6","2",1702,12,36
"5476",2017-12-01,"RQ6","other",9914,0,0
"5477",2017-12-01,"RM3","1",8429,1624,2854
"5478",2017-12-01,"RM3","other",466,0,0
"5479",2017-12-01,"AXT02","other",3668,0,0
"5480",2017-12-01,"RCU","1",4808,168,733
"5481",2017-12-01,"RCU","other",155,0,0
"5482",2017-12-01,"RHQ","1",8995,2718,3054
"5483",2017-12-01,"RHQ","2",792,0,0
"5484",2017-12-01,"RHQ","other",7515,0,0
"5485",2017-12-01,"NQT5F","other",1802,15,0
"5486",2017-12-01,"RTR","1",10938,867,2645
"5487",2017-12-01,"RTR","other",1866,2,14
"5488",2017-12-01,"RE9","1",5596,679,1247
"5489",2017-12-01,"RE9","other",622,12,0
"5490",2017-12-01,"RVY","1",6270,1925,1705
"5491",2017-12-01,"RVY","other",3618,22,0
"5492",2017-12-01,"RBN","1",9382,2524,3990
"5493",2017-12-01,"RBN","other",2249,7,0
"5494",2017-12-01,"RWJ","1",7653,2341,2804
"5495",2017-12-01,"RWJ","other",549,0,0
"5496",2017-12-01,"RMP","1",7090,1432,1825
"5497",2017-12-01,"RMP","other",5640,17,0
"5498",2017-12-01,"RTD","1",10121,1177,2353
"5499",2017-12-01,"RTD","2",1474,25,29
"5500",2017-12-01,"RTD","other",5363,8,5
"5501",2017-12-01,"RFR","1",8139,1169,1540
"5502",2017-12-01,"NNF76","other",3540,0,0
"5503",2017-12-01,"RTX","1",7345,1387,2226
"5504",2017-12-01,"RTX","2",109,0,0
"5505",2017-12-01,"RTX","other",2026,53,82
"5506",2017-12-01,"RWW","1",6604,1784,2346
"5507",2017-12-01,"RWW","other",2725,28,0
"5508",2017-12-01,"RY7","other",3235,18,0
"5509",2017-12-01,"RBL","1",8023,2361,2714
"5510",2017-12-01,"RBL","other",2931,8,0
"5511",2017-12-01,"NNF18","other",147,0,0
"5512",2017-12-01,"AJN","other",343,0,0
"5513",2017-12-01,"RRF","1",6810,1980,2446
"5514",2017-12-01,"RRF","other",585,4,0
"5515",2017-12-01,"RCB","1",9667,2727,3942
"5516",2017-12-01,"RCB","other",6569,39,0
"5517",2017-12-01,"RTK","1",8696,1467,2131
"5518",2017-12-01,"RTK","other",292,8,9
"5519",2017-12-01,"NTV0B","other",3684,0,0
"5520",2017-12-01,"NQT10","other",3806,0,0
"5521",2017-12-01,"RWX","other",1718,0,0
"5522",2017-12-01,"Y04538","other",3147,0,0
"5523",2017-12-01,"RXH","1",12430,2631,3537
"5524",2017-12-01,"RXH","2",892,0,25
"5525",2017-12-01,"RXH","other",1995,6,0
"5526",2017-12-01,"NLW","other",4256,0,0
"5527",2017-12-01,"RXQ","1",6735,2042,2792
"5528",2017-12-01,"RXQ","2",1193,0,511
"5529",2017-12-01,"RXQ","other",4271,94,0
"5530",2017-12-01,"NLT02","other",869,0,0
"5531",2017-12-01,"RN7","1",9391,1724,2735
"5532",2017-12-01,"RN7","other",1533,3,0
"5533",2017-12-01,"RBD","1",3766,270,1335
"5534",2017-12-01,"RBD","other",3937,2,0
"5535",2017-12-01,"Y00751","other",4411,0,0
"5536",2017-12-01,"RVV","1",13295,5142,4418
"5537",2017-12-01,"RVV","other",6280,27,345
"5538",2017-12-01,"RXC","1",9863,1336,3068
"5539",2017-12-01,"RXC","other",202,0,8
"5540",2017-12-01,"DD401","other",853,0,0
"5541",2017-12-01,"RDU","1",20198,3179,6421
"5542",2017-12-01,"R1J","other",5322,58,1
"5543",2017-12-01,"RTE","1",11760,1087,3935
"5544",2017-12-01,"RN3","1",6004,1934,2248
"5545",2017-12-01,"RN3","other",7836,628,0
"5546",2017-12-01,"RN5","1",9421,2596,2681
"5547",2017-12-01,"RN5","other",940,8,0
"5548",2017-12-01,"NDA57","other",493,3,0
"5549",2017-12-01,"R1F","1",3681,766,978
"5550",2017-12-01,"R1F","other",1266,0,0
"5551",2017-12-01,"RWF","1",12732,2215,4120
"5552",2017-12-01,"RWF","other",1857,0,0
"5553",2017-12-01,"RPA","1",8074,2496,2617
"5554",2017-12-01,"RPA","other",7082,11,0
"5555",2017-12-01,"RVJ","1",7253,2157,2552
"5556",2017-12-01,"RBZ","1",3719,858,1246
"5557",2017-12-01,"RBZ","other",3760,0,0
"5558",2017-12-01,"L83087","other",161,0,0
"5559",2017-12-01,"RNU","other",2223,49,0
"5560",2017-12-01,"RTH","1",11515,2507,3327
"5561",2017-12-01,"RTH","2",1438,0,67
"5562",2017-12-01,"RTH","other",45,4,4
"5563",2017-12-01,"NQT5H","other",679,1,0
"5564",2017-12-01,"RK9","1",8384,2476,3168
"5565",2017-12-01,"RK9","2",218,1,0
"5566",2017-12-01,"RK9","other",3514,30,0
"5567",2017-12-01,"RD3","1",5541,1007,1821
"5568",2017-12-01,"RD3","other",1396,1,0
"5569",2017-12-01,"RHU","1",9564,3554,3126
"5570",2017-12-01,"RHU","2",618,2,0
"5571",2017-12-01,"RHU","other",1561,1,3
"5572",2017-12-01,"RPC","other",869,5,23
"5573",2017-12-01,"RHW","1",9216,1896,3191
"5574",2017-12-01,"RHW","2",1326,18,0
"5575",2017-12-01,"RHW","other",986,0,0
"5576",2017-12-01,"REF","1",6200,2619,2799
"5577",2017-12-01,"REF","other",9254,55,42
"5578",2017-12-01,"RH8","1",8288,1177,2185
"5579",2017-12-01,"RH8","other",903,0,0
"5580",2017-12-01,"RA2","1",6019,525,2419
"5581",2017-12-01,"RD1","1",5758,1588,2313
"5582",2017-12-01,"RD1","other",1162,10,40
"5583",2017-12-01,"RNZ","1",3840,477,1205
"5584",2017-12-01,"RNZ","2",271,0,0
"5585",2017-12-01,"Y02666","other",1862,0,0
"5586",2017-12-01,"RH5","other",6625,25,0
"5587",2017-12-01,"RYF","other",1198,3,0
"5588",2017-12-01,"NTP11","other",4418,9,0
"5589",2017-12-01,"RW1","other",481,0,2
"5590",2017-12-01,"NTPAD","other",5122,84,0
"5591",2017-12-01,"RTP","1",8128,688,2680
"5592",2017-12-01,"RTP","other",823,0,0
"5593",2017-12-01,"RDR","other",8816,102,2
"5594",2017-12-01,"RBA","1",5998,795,2136
"5595",2017-12-01,"AAH","other",147,0,0
"5596",2017-12-01,"RDZ","1",6302,1176,1996
"5597",2017-12-01,"RDZ","2",1122,1,7
"5598",2017-12-01,"RDZ","other",273,0,0
"5599",2017-12-01,"RA9","1",6127,983,2648
"5600",2017-12-01,"RA9","other",2305,0,0
"5601",2017-12-01,"RHM","1",8836,1979,3245
"5602",2017-12-01,"RHM","2",1335,29,18
"5603",2017-12-01,"RHM","other",1784,4,9
"5604",2017-12-01,"RA7","1",9460,1599,3093
"5605",2017-12-01,"RA7","2",1623,27,6
"5606",2017-12-01,"Y02584","other",416,0,0
"5607",2017-12-01,"RYR","1",11871,1973,3560
"5608",2017-12-01,"RYR","other",1692,1,0
"5609",2017-12-01,"RA3","1",3620,717,1031
"5610",2017-12-01,"G82071","other",1955,0,0
"5611",2017-12-01,"NTV0W","other",3766,2,0
"5612",2017-12-01,"NLX24","other",1149,0,0
"5613",2017-12-01,"RA4","1",4477,198,1472
"5614",2017-11-01,"RF4","1",21387,4921,5013
"5615",2017-11-01,"RF4","2",800,2,0
"5616",2017-11-01,"RF4","other",2921,46,0
"5617",2017-11-01,"R1H","1",26990,4896,6991
"5618",2017-11-01,"R1H","2",854,0,0
"5619",2017-11-01,"R1H","other",13909,10,0
"5620",2017-11-01,"AD913","other",4391,1,0
"5621",2017-11-01,"RYX","other",18245,145,0
"5622",2017-11-01,"RQM","1",17891,1197,3618
"5623",2017-11-01,"RQM","other",8222,103,0
"5624",2017-11-01,"RJ6","1",6617,1123,2336
"5625",2017-11-01,"RJ6","other",9769,27,0
"5626",2017-11-01,"Y02696","other",1014,0,0
"5627",2017-11-01,"RVR","1",12425,861,3439
"5628",2017-11-01,"RVR","2",469,0,10
"5629",2017-11-01,"RVR","other",990,0,0
"5630",2017-11-01,"RJ1","1",12476,1827,3305
"5631",2017-11-01,"RJ1","2",724,0,0
"5632",2017-11-01,"RJ1","other",2932,5,0
"5633",2017-11-01,"Y03082","other",3976,0,0
"5634",2017-11-01,"RQX","1",10354,426,1590
"5635",2017-11-01,"RY9","other",4722,2,0
"5636",2017-11-01,"RYJ","1",9710,2878,3260
"5637",2017-11-01,"RYJ","2",3952,27,12
"5638",2017-11-01,"RYJ","other",10257,96,0
"5639",2017-11-01,"RJZ","1",17766,4449,3936
"5640",2017-11-01,"RJZ","2",1717,4,0
"5641",2017-11-01,"RJZ","other",5340,319,0
"5642",2017-11-01,"RAX","1",9027,1056,2153
"5643",2017-11-01,"RAX","2",1073,0,0
"5644",2017-11-01,"RJ2","1",13247,2446,4479
"5645",2017-11-01,"RJ2","other",11628,216,0
"5646",2017-11-01,"R1K","1",11185,3911,5344
"5647",2017-11-01,"R1K","other",17061,323,0
"5648",2017-11-01,"RP6","2",7868,82,18
"5649",2017-11-01,"RAT","other",5131,14,0
"5650",2017-11-01,"RAP","1",14772,2655,2732
"5651",2017-11-01,"Y02973","other",773,0,0
"5652",2017-11-01,"RAL","1",18989,2695,4471
"5653",2017-11-01,"RAL","other",3094,2,0
"5654",2017-11-01,"Y03047","other",1744,0,0
"5655",2017-11-01,"RJ7","1",13239,1862,3996
"5656",2017-11-01,"RJ7","other",1275,0,0
"5657",2017-11-01,"F84747","other",2552,0,0
"5658",2017-11-01,"RAS","1",5725,2088,2038
"5659",2017-11-01,"RAS","other",7913,55,0
"5660",2017-11-01,"Y03094","other",3129,0,0
"5661",2017-11-01,"E84068","other",3183,0,0
"5662",2017-11-01,"RRV","1",11717,1701,1509
"5663",2017-11-01,"Y02147","other",9450,0,0
"5664",2017-11-01,"Y03201","other",2307,0,0
"5665",2017-11-01,"RKE","1",8549,745,1486
"5666",2017-11-01,"NL7","other",5725,0,0
"5667",2017-11-01,"8J094","other",2838,0,0
"5668",2017-11-01,"RDD","1",12303,1758,2714
"5669",2017-11-01,"RC1","1",6179,700,1988
"5670",2017-11-01,"RC1","other",193,0,0
